#OTU ID,2280-046-AD01,2280-047-AD07,2280-048-B001,2280-049-B007,2280-050-B013,2280-051-B019,2280-052-N006,2280-053-N012,2280-054-AD02,2280-055-AD08,2280-056-B002,2280-057-B008,2280-058-B014,2280-059-N001,2280-060-N007,2280-061-N013,2280-062-AD03,2280-063-AD09,2280-064-B003,2280-065-B009,2280-066-B015,2280-067-N002,2280-068-N008,2280-069-N014,2280-070-AD04,2280-071-AD10,2280-072-B004,2280-073-B010,2280-074-B016,2280-075-N003,2280-076-N009,2280-077-AD06,2280-078-AD05,2280-079-AD11,2280-081-B011,2280-082-B017,2280-083-N004,2280-084-N010,2280-085-B006,2280-086-B012,2280-087-B018,2280-088-N005,2280-089-N011
d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmatales;g__Izemoplasmatales,25,86,0,0,2,0,0,0,0,58,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,49,0,0,0,0,0,25,5,31,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;__,0,0,0,0,0,167,0,0,0,0,0,0,0,20,0,86,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,41
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola,6,0,111,0,8,55,7,0,5,2,93,20,58,0,8,0,5,0,80,17,22,0,0,0,0,0,0,47,14,0,0,0,0,82,0,51,0,0,192,0,85,0,0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;__,20,19,58,38,0,0,18,0,63,17,45,13,0,127,0,0,28,0,37,0,0,115,0,0,64,13,0,3,0,68,0,77,41,0,9,0,54,0,0,27,0,23,0
d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspirales_Incertae_Sedis;g__Exilispira,0,0,0,27,0,0,56,0,2,0,6,35,17,4,0,5,0,0,12,22,21,66,89,0,0,0,20,36,16,80,54,0,0,0,31,0,0,20,49,0,4,2,0
d__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Syntrophomonas,53,106,53,6,15,0,51,0,0,64,0,40,0,51,36,0,0,62,0,8,0,49,134,0,0,48,7,55,0,14,63,114,19,27,140,0,27,16,31,52,0,41,0
d__Bacteria;p__Spirochaetota;c__MVP-15;o__MVP-15;f__MVP-15;g__MVP-15,0,98,13,0,0,8,0,0,0,112,0,40,0,0,3,0,0,2,0,21,0,68,27,0,23,40,0,0,0,30,0,0,112,11,0,0,0,0,81,0,0,26,0
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-01,59,56,56,0,0,0,36,0,0,104,0,25,0,32,31,0,3,123,16,13,6,23,23,0,19,88,15,11,0,43,29,103,86,111,0,0,29,16,0,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas,20,73,48,16,0,0,58,9,0,45,40,48,0,99,85,0,0,19,45,0,16,110,60,0,66,20,0,24,34,99,57,76,59,36,47,16,89,32,42,0,0,63,16
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Falkowbacteria;f__Candidatus_Falkowbacteria;g__Candidatus_Falkowbacteria,55,76,0,58,39,0,155,17,2,56,0,116,0,28,82,0,0,25,58,34,4,45,31,0,0,20,0,30,0,95,18,18,0,0,14,0,124,0,0,15,0,174,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,135,0,3,230,29,185,18,141,167,2,24,3,71,13,6,125,114,0,3,22,115,0,10,112,69,8,105,73,119,0,13,11,8,0,17,173,0,112,55,66,177,4,168
